"fecha","anomalia_c"
2005-01-01,-0.0348628118116223
2005-02-01,-0.121733254260941
2005-03-01,-0.0447646938858589
2005-04-01,-0.136312551076198
2005-05-01,-0.0901401253451434
2005-06-01,-0.227480875050748
2005-07-01,-0.389734774023777
2005-08-01,-0.133178583419889
2005-09-01,-0.225982126061737
2005-10-01,-0.12941782382721
2005-11-01,-0.398297618028317
2005-12-01,-0.510028979406326
2006-01-01,-0.424277463195444
2006-02-01,-0.331185545824239
2006-03-01,-0.00449097534941847
2006-04-01,0.0412655000123515
2006-05-01,-0.0858375275995644
2006-06-01,-0.372813891382851
2006-07-01,-0.184857333657347
2006-08-01,0.0914809043494424
2006-09-01,-0.0725380726492801
2006-10-01,-0.381765676585394
2006-11-01,-0.664380664108488
2006-12-01,-0.581512272425343
2007-01-01,-0.519693576514882
2007-02-01,-0.20680438570783
2007-03-01,-0.0991948268649857
2007-04-01,0.36389687883146
2007-05-01,0.797302916410482
2007-06-01,0.840386075206513
2007-07-01,0.900860313166976
2007-08-01,0.794783408320248
2007-09-01,-0.243937500879829
2007-10-01,-0.336567230233737
2007-11-01,0.00195607231840553
2007-12-01,0.30905720254822
2008-01-01,0.271624520350205
2008-02-01,-0.221699981893801
2008-03-01,-0.0862473628715196
2008-04-01,-0.00831290143243003
2008-05-01,-0.196035469368817
2008-06-01,-0.0355929546024634
2008-07-01,0.310980884024653
2008-08-01,0.117257382567033
2008-09-01,0.288291516232142
2008-10-01,0.597494413234725
2008-11-01,0.401439100082546
2008-12-01,0.391811779656675
2009-01-01,0.236482401096619
2009-02-01,0.700264877975136
2009-03-01,0.741926260429533
2009-04-01,0.393545286886669
2009-05-01,-0.0240786041189702
2009-06-01,-0.203173076211346
2009-07-01,-0.402237441699469
2009-08-01,-0.145394558416364
2009-09-01,0.125865671332809
2009-10-01,0.392418073967391
2009-11-01,0.638631998576762
2009-12-01,0.417911468795439
2010-01-01,-0.0475330581622226
2010-02-01,-0.200392525280447
2010-03-01,0.228763683920785
2010-04-01,0.484352218770975
2010-05-01,0.453054344105595
2010-06-01,-0.101508898696085
2010-07-01,0.238738928708544
2010-08-01,0.446924211241373
2010-09-01,0.0688431826631211
2010-10-01,0.00654959816801366
2010-11-01,-0.323213765047974
2010-12-01,-0.313059710742801
2011-01-01,-0.100403233549716
2011-02-01,-0.138487088554722
2011-03-01,-0.489481190923015
2011-04-01,-0.107759772704693
2011-05-01,-0.0517573893079835
2011-06-01,0.184289816241138
2011-07-01,0.0115574337934042
2011-08-01,-0.359008725428065
2011-09-01,-0.984034294400714
2011-10-01,-0.605948981297674
2011-11-01,-0.215385682799414
2011-12-01,-0.265209325913638
2012-01-01,-0.108949010141961
2012-02-01,0.354436154268916
2012-03-01,0.226170034771068
2012-04-01,-0.0186054751941188
2012-05-01,0.0952849771010818
2012-06-01,0.156674655842021
2012-07-01,0.145647389523381
2012-08-01,0.244436766861388
2012-09-01,0.38066634416048
2012-10-01,0.0300928837502304
2012-11-01,0.0816349661216619
2012-12-01,0.0734398629455317
2013-01-01,0.086127961419686
2013-02-01,-0.414107795858769
2013-03-01,-1.18882799047366
2013-04-01,-0.833310905779085
2013-05-01,-0.516502023212866
2013-06-01,-0.127898232661387
2013-07-01,0.106493057215331
2013-08-01,-0.0953354549468067
2013-09-01,-0.0510235422586605
2013-10-01,0.34906772519957
2013-11-01,0.145071386916087
2013-12-01,0.0971280704149255
2014-01-01,0.197489367473569
2014-02-01,0.399873833476133
2014-03-01,0.285661742056288
2014-04-01,0.292601730680953
2014-05-01,0.340670237212474
2014-06-01,0.25131241501656
2014-07-01,0.123025657086326
2014-08-01,0.136860485906379
2014-09-01,-0.209942612636988
2014-10-01,-0.128279556727002
2014-11-01,-0.410080625177872
2014-12-01,-0.345173737804093
2015-01-01,-0.181097144406846
2015-02-01,-0.604429027154336
2015-03-01,-0.741281627724039
2015-04-01,-0.374924712394231
2015-05-01,-0.184060810753613
2015-06-01,0.646242765774676
2015-07-01,0.412531161120923
2015-08-01,-0.321171676074859
2015-09-01,-0.405799608679577
2015-10-01,-0.10725804950322
2015-11-01,-0.0710994442232518
2015-12-01,-0.271660790507845
2016-01-01,-0.116528456425279
2016-02-01,0.27886572932828
2016-03-01,0.749679973743268
2016-04-01,0.468129302258591
2016-05-01,0.0762692752605706
2016-06-01,-0.128292205625089
2016-07-01,-0.0778167716221952
2016-08-01,0.319741231434547
2016-09-01,0.139507925931168
2016-10-01,0.0441090342153601
2016-11-01,-0.0592771598738717
2016-12-01,-0.243006582506718
2017-01-01,-0.23234865799307
2017-02-01,0.0302657895287805
2017-03-01,0.360372576521686
2017-04-01,0.226436872963943
2017-05-01,-0.103833357149216
2017-06-01,-0.147244361415618
2017-07-01,0.194261640427464
2017-08-01,-0.119506064832072
2017-09-01,-0.626211951060859
2017-10-01,-0.711079716596613
2017-11-01,-0.111884125991768
2017-12-01,0.0948908489944326
2018-01-01,-0.294241462849505
2018-02-01,-0.441358183445732
2018-03-01,-0.286250489826713
2018-04-01,0.335188577201055
2018-05-01,0.70959271180737
2018-06-01,0.342040166710727
2018-07-01,0.181879200922513
2018-08-01,-0.419125853796447
2018-09-01,-0.94620344540408
2018-10-01,-0.627616092916747
2018-11-01,0.0986559134332717
2018-12-01,0.21155523870921
2019-01-01,0.291665405687102
2019-02-01,-0.129987136128314
2019-03-01,-0.11164349065381
2019-04-01,0.36103570449545
2019-05-01,0.365151939826892
2019-06-01,0.0649134143916605
2019-07-01,-0.025822582937442
2019-08-01,-0.0879999479021708
2019-09-01,-0.3261015493692
2019-10-01,-0.520144200038007
2019-11-01,-0.766258525696053
2019-12-01,-0.191408589446851
2020-01-01,0.30855031229301
2020-02-01,0.544496384622206
2020-03-01,0.188361134599418
2020-04-01,0.00176551390149902
2020-05-01,-0.542859649851604
2020-06-01,-0.626145246565124
2020-07-01,-1.20017006165902
2020-08-01,-1.450195857448
2020-09-01,-1.32775284317432
2020-10-01,-0.40177580529018
2020-11-01,-0.143535415546487
2020-12-01,-0.33272203289047
2021-01-01,-0.307653186866585
2021-02-01,0.0422805928348612
2021-03-01,-0.294514901920153
2021-04-01,-0.284400494395477
2021-05-01,-0.201021587594973
2021-06-01,-0.138143942721774
2021-07-01,0.134324669988631
2021-08-01,0.128425851043712
2021-09-01,0.00774026975705486
2021-10-01,0.188309000804553
2021-11-01,0.444874688945351
2021-12-01,-0.0360323576908751
2022-01-01,-0.249402396253368
2022-02-01,-0.161917050662565
2022-03-01,-0.227720995298538
2022-04-01,0.0675667250074062
2022-05-01,-0.0493921345234999
2022-06-01,-0.509009951518494
2022-07-01,-0.56493275468001
2022-08-01,-0.255534675121434
2022-09-01,-0.519150868587073
2022-10-01,-0.150602783918184
2022-11-01,-0.0897665916021398
2022-12-01,-0.0754806174919517
2023-01-01,-0.0270954778547494
2023-02-01,0.320502179235214
2023-03-01,0.158108879047306
2023-04-01,0.308089326501726
2023-05-01,0.156395714164857
2023-06-01,0.107058959497129
2023-07-01,0.297834228344104
2023-08-01,0.417938828698925
2023-09-01,0.152487422709691
2023-10-01,-0.275159375878792
2023-11-01,-0.681091479993257
2023-12-01,-0.438934307747774
2024-01-01,-0.299107300513054
2024-02-01,-0.406877923328453
