"rendimiento_maiz_ton_ha","precipitacion_mm","temperatura_c","fertilizante_kg_ha"
9.07836269070503,630.062016099691,25.7747217519209,159.365231310949
11.4853451185018,1030.64410835505,21.8378474051133,182.46352840215
8.13707829191403,727.18153744936,21.6926401304081,84.3396987766027
10.7050820162461,1106.41392320395,20.6372115751728,176.611071964726
10.3926566892848,1152.37382743508,22.4338663900271,112.373949354514
9.66784913253164,436.445199511945,29.8106304416433,194.910869281739
9.56277646480938,822.484390437603,19.8504276098683,129.787964932621
11.9388084521832,1113.93523551524,19.0925279986113,243.871282227337
11.1827546194189,841.148011572659,19.7028828933835,243.479674123228
10.4451681893311,765.291788242757,26.280085218139,195.340507803485
10.8210244043948,1165.4666762799,25.4310778006911,101.443349290639
9.27976626788032,762.667324952781,28.6967294057831,94.3575869314373
10.9643150931174,942.056508362293,26.0759891113266,168.609130335972
9.34823778208808,858.106721565127,26.8449328551069,103.504286427051
8.15868501291701,482.339746132493,24.2536287093535,156.214079773054
12.9943676405797,1119.85997632146,25.9180613961071,207.058334257454
8.72534657362771,596.870187483728,27.8616655217484,83.6121621076018
7.98952494014981,433.647626824677,27.435378620401,130.87983620353
9.64055232893934,662.336575426161,29.7578630084172,144.315255526453
11.8273214762747,1163.60291931778,23.2731784349307,223.621361376718
12.9620249894785,1111.631452851,21.7404264248908,235.14159116894
11.9875126999363,954.24272492528,22.9136994313449,226.395511860028
9.99119694996561,912.405451014638,18.1256053419784,184.837368503213
12.5241851614773,1195.41582129896,20.2061942880973,240.033395867795
10.7053874799574,924.564639292657,28.1127518266439,153.288978850469
10.1492287703421,966.82437453419,20.7739413846284,165.303804259747
8.78886769779962,835.252819769084,20.8691994678229,117.266241181642
8.82581673075673,875.313616357744,18.9202939840034,119.464926281944
8.0095891443019,631.327789835632,20.9486841363832,54.0048601105809
9.02186625422852,517.690917849541,26.7856224663556,150.562609126791
12.9728384373673,1170.41938602924,28.1694379812106,224.208682728931
9.7301735326717,1121.83923609555,23.9703272050247,51.2601567897946
9.48800761730442,952.564222738147,22.6549083581194,64.4114247988909
9.19659043078718,1036.37393414974,20.9573879297823,82.8422449994832
8.16274205737002,419.69094760716,19.3331575356424,204.066814854741
10.9763707846477,782.236776873469,22.6799332229421,197.036861162633
11.9998189924745,1006.76763001829,24.8632237678394,244.375127134845
8.12502171564453,573.126348666847,20.6027131536976,143.294475367293
7.39728943972591,654.544806107879,23.337216024287,64.8769026622176
8.49767716011852,585.30062828213,20.6158880246803,179.763624863699
9.23646155951953,514.240017905831,24.027594759129,201.718633901328
8.50468342795242,731.637068651617,22.2468548621982,77.4212162010372
9.90358951228015,730.979461036623,25.7998219057918,129.316918924451
8.68788486961781,695.076360739768,22.4965674793348,94.997065840289
7.03807730386258,521.955798193812,22.2653445694596,61.5917121060193
8.43426808436447,511.044850759208,24.4042553454638,129.17853766121
7.73473691168398,586.427279561758,26.8840123247355,62.9856599960476
8.21024010540381,772.769960202277,20.6532352538779,95.1772865839303
7.97321438686884,612.77811229229,22.9529534233734,60.925821820274
10.7422466053942,1086.26217227429,21.1882402421907,184.056407911703
8.73916386439989,436.664933338761,25.5596766415983,109.548356523737
7.95579017351649,753.76005936414,20.2059418894351,70.1443164609373
